Drug	Target_Name	Target_Type	Target_UniProt	Target_Species	Database	Reference	Assay_Type	Assay_Relation	Assay_Value	EvidenceLevel_Assigned
Raloxifene Hydrochloride	ESR2	Protein	Q92731	Homo sapiens	IUPHAR	11459665	Ki	=	10	III
Raloxifene Hydrochloride	ESR2	Protein	Q92731	Homo sapiens	BindingDB	20659801	IC50	=	 6.9	III
Raloxifene Hydrochloride	ESR2	Protein	Q92731	Homo sapiens	BindingDB	12565955	IC50	=	 12	III
Raloxifene Hydrochloride	ESR2	Protein	Q92731	Homo sapiens	BindingDB	15225686	IC50	=	 12	III
Raloxifene Hydrochloride	ESR2	Protein	Q92731	Homo sapiens	BindingDB	12459017	IC50	=	 15	III
Raloxifene Hydrochloride	ESR2	Protein	Q92731	Homo sapiens	BindingDB	10673099	IC50	=	 43	III
Raloxifene Hydrochloride	ESR2	Protein	Q92731	Homo sapiens	BindingDB	16203138	IC50	=	 12	III
Raloxifene Hydrochloride	ESR2	Protein	Q92731	Homo sapiens	BindingDB	15911274	IC50	=	 1.6	III
Raloxifene Hydrochloride	NR1H4	Protein	Q96RI1	Homo sapiens	BindingDB	23688559	IC50	=	 11560	III
Raloxifene Hydrochloride	NR1I2	Protein	O75469	Homo sapiens	BindingDB	23688559	EC50	=	 11710	III
Raloxifene Hydrochloride	PLD2	Protein	O14939	Homo sapiens	BindingDB	25384256	IC50	=	 5000	III
Raloxifene Hydrochloride	Estrogen receptor	Protein	P06211	Rattus	BindingDB	12270167	IC50	=	 7	III
Raloxifene Hydrochloride	Estrogen receptor	Protein	P06211	Rattus	BindingDB	12565955	IC50	=	 0.7	III
Raloxifene Hydrochloride	Estrogen receptor	Protein	Q62986	Rattus norvegicus	BindingDB	12565955	IC50	=	 3.4	III
Raloxifene Hydrochloride	Estrogen receptor	Protein	Q62986	Rattus norvegicus	BindingDB	12270167	IC50	=	 470	III
Raloxifene Hydrochloride	UBE2N	Protein	P61088	Homo sapiens	BindingDB	NA_PubChem_aid493155	IC50	=	 14164	III
Raloxifene Hydrochloride	UBE2N	Protein	P61088	Homo sapiens	BindingDB	NA_PubChem_aid493182	IC50	=	 17531	III
Raloxifene Hydrochloride	HTR6	Protein	P50406	Homo sapiens	BindingDB	22537153	Ki	=	 750	III
Raloxifene Hydrochloride	CYP3A4	Protein	P08684	Homo sapiens	BindingDB	16248836	Ki	=	 9900	III
Raloxifene Hydrochloride	CYP3A4	Protein	P08684	Homo sapiens	BindingDB	22409598	Ki	=	 9900	III
Raloxifene Hydrochloride	HTR2B	Protein	P41595	Homo sapiens	BindingDB	20958049	Ki	=	 69	III
Raloxifene Hydrochloride	EBP	Protein	Q15125	Homo sapiens	BindingDB	16033255	Ki	=	 1	III
Raloxifene Hydrochloride	7 ER	Protein	Q13262	Homo sapiens	Therapeutic Target Database	NA_TTD	NA	NA	NA	I
Raloxifene Hydrochloride	AOX1	Protein	Q06278	Homo sapiens	BindingDB	20853847	IC50	=	 3.0	III
Raloxifene Hydrochloride	AOX1	Protein	Q06278	Homo sapiens	BindingDB	22996261	Ki	=	 2.3	III
Raloxifene Hydrochloride	AOX1	Protein	Q06278	Homo sapiens	BindingDB	22996261	Ki	=	 0.870000	III
Raloxifene Hydrochloride	AOX1	Protein	Q06278	Homo sapiens	BindingDB	20853847	IC50	=	 3	III
Raloxifene Hydrochloride	Aldehyde oxidase	Protein	O54754	Mus musculus	BindingDB	20853847	IC50	=	 500	III
Raloxifene Hydrochloride	PLD1	Protein	Q13393	Homo sapiens	BindingDB	19136975	EC50	=	 8500	III
Raloxifene Hydrochloride	PLD1	Protein	Q13393	Homo sapiens	BindingDB	19136975	IC50	>	20000	III
Raloxifene Hydrochloride	PLD1	Protein	Q13393	Homo sapiens	BindingDB	19136975	IC50	=	 4300	III
Raloxifene Hydrochloride	PLD1	Protein	Q13393	Homo sapiens	BindingDB	19136975	IC50	=	 3400	III
Raloxifene Hydrochloride	PLD1	Protein	Q13393	Homo sapiens	BindingDB	25384256	IC50	=	 12000	III
Raloxifene Hydrochloride	PLD1	Protein	Q13393	Homo sapiens	BindingDB	19136975	EC50	=	 10000	III
Raloxifene Hydrochloride	Aldehyde oxidase	Protein	Q9Z0U5	Rattus norvegicus	BindingDB	20853847	IC50	=	 1100	III
Raloxifene Hydrochloride	C-8 sterol isomerase	Protein	P32352	Saccharomyces cerevisiae	BindingDB	16033255	Ki	=	 66	III
Raloxifene Hydrochloride	Aldehyde oxidase	Protein	Q5FB27	Macaca fascicularis	BindingDB	20853847	IC50	=	 500	III
Cabazitaxel	TUBB	Protein	P07437	Homo sapiens	IUPHAR	NA_IUPHAR	NA	NA	NA	I
Cabazitaxel	TUBA4A	Protein	P68366	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Cabazitaxel	TUBB1	Protein	Q9H4B7	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Nilotinib	PIP4K2B	Protein	P78356	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	PRKD3	Protein	O94806	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	EIF2AK2	Protein	P19525	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	STK17B	Protein	O94768	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	TEC	Protein	P42680	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	HIPK2	Protein	Q9H2X6	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	AURKA	Protein	O14965	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	NEK6	Protein	Q9HC98	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	TGFBR2	Protein	P37173	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	MAP4K4	Protein	O95819	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	RPS6KA5	Protein	O75582	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	RPS6KA5	Protein	O75582	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	RPS6KA3	Protein	P51812	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	SGK3	Protein	Q96BR1	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	BMPR1A	Protein	P36894	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	MAPK11	Protein	Q15759	Homo sapiens	BindingDB	22037378	KD	=	 36	III
Nilotinib	STK39	Protein	Q9UEW8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	BRSK1	Protein	Q8TDC3	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	CA2	Protein	P00918	Homo sapiens	BindingDB	19527930	Ki	=	 4.1	III
Nilotinib	CAMK2A	Protein	Q9UQM7	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	MAP3K10	Protein	Q02779	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	PRKX	Protein	P51817	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	PIM2	Protein	Q9P1W9	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	TAOK1	Protein	Q7L7X3	Homo sapiens	BindingDB	22037378	KD	=	 4700	III
Nilotinib	SBK3	Protein	P0C264	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	MYLK2	Protein	Q9H1R3	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	BMPR2	Protein	Q13873	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	SIK1	Protein	P57059	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	EPHB2	Protein	P29323	Homo sapiens	BindingDB	22037378	KD	=	 640	III
Nilotinib	EPHB2	Protein	P29323	Homo sapiens	BindingDB	16492761	Ki	=	 4	III
Nilotinib	PRKG2	Protein	Q13237	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	RIPK2	Protein	O43353	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	PLK3	Protein	Q9H4B4	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	MAP3K12	Protein	Q12852	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	MAP3K13	Protein	O43283	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	CDC42BPA	Protein	Q5VT25	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	MAP2K7	Protein	O14733	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	PIK3CB	Protein	P42338	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	PIK3CA	Protein	P42336	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	PIK3CA	Protein	P42336	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	PIK3CA	Protein	P42336	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	PIK3CA	Protein	P42336	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	PIK3CA	Protein	P42336	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	PIK3CA	Protein	P42336	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	PIK3CA	Protein	P42336	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	PIK3CA	Protein	P42336	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	PIK3CA	Protein	P42336	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	PIK3CA	Protein	P42336	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	STK33	Protein	Q9BYT3	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	MAP2K5	Protein	Q13163	Homo sapiens	BindingDB	22037378	KD	=	 190	III
Nilotinib	STK17A	Protein	Q9UEE5	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	MYLK3	Protein	Q32MK0	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	MAP4K3	Protein	Q8IVH8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	BMPR1B	Protein	O00238	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	TXK	Protein	P42681	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	EIF2AK1	Protein	Q9BQI3	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	FGFR1	Protein	P11362	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	DYRK2	Protein	Q92630	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	HUNK	Protein	P57058	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	TNK2	Protein	Q07912	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	GRK4	Protein	P32298	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	PIK3C2G	Protein	O75747	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	CAMK1D	Protein	Q8IU85	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	SRMS	Protein	Q9H3Y6	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	STK32A	Protein	Q8WU08	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	DSTYK	Protein	Q6XUX3	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	Calcium-dependent protein kinase 1	Protein	P62343	Plasmodium falciparum	BindingDB	22037378	KD	=	 790	III
Nilotinib	NEK3	Protein	P51956	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	CA4	Protein	P22748	Homo sapiens	BindingDB	19527930	Ki	=	 446	III
Nilotinib	CAMK1G	Protein	Q96NX5	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	MAPKAPK2	Protein	P49137	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	TAOK3	Protein	Q9H2K8	Homo sapiens	BindingDB	22037378	KD	=	 1700	III
Nilotinib	PAK7	Protein	Q9P286	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	MAP3K4	Protein	Q9Y6R4	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	CLK3	Protein	P49761	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	CDC42BPB	Protein	Q9Y5S2	Homo sapiens	BindingDB	22037378	KD	=	 910	III
Nilotinib	CHEK2	Protein	O96017	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	CLK4	Protein	Q9HAZ1	Homo sapiens	BindingDB	22037378	KD	=	 7100	III
Nilotinib	EPHA8	Protein	P29322	Homo sapiens	BindingDB	22037378	KD	=	 37	III
Nilotinib	STK4	Protein	Q13043	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	CDK4	Protein	P11802	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	CDK4	Protein	P11802	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	NEK7	Protein	Q8TDX7	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	EPHA1	Protein	P21709	Homo sapiens	BindingDB	22037378	KD	=	 590	III
Nilotinib	PRKCI	Protein	P41743	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	DCLK2	Protein	Q8N568	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	CDK17	Protein	Q00537	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	HIPK1	Protein	Q86Z02	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	CDKL5	Protein	O76039	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	PKN1	Protein	Q16512	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	FLT3	Protein	P36888	Homo sapiens	BindingDB	23273517	IC50	=	 9548	III
Nilotinib	FLT3	Protein	P36888	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	FLT3	Protein	P36888	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	FLT3	Protein	P36888	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	FLT3	Protein	P36888	Homo sapiens	BindingDB	23273517	KD	=	 40000	III
Nilotinib	FLT3	Protein	P36888	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	FLT3	Protein	P36888	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	FLT3	Protein	P36888	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	FLT3	Protein	P36888	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	LIMK2	Protein	P53671	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	EPHA6	Protein	Q9UF33	Homo sapiens	BindingDB	22037378	KD	=	 640	III
Nilotinib	EPHA6	Protein	Q9UF33	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	CA3	Protein	P07451	Homo sapiens	BindingDB	19527930	Ki	=	 443	III
Nilotinib	MAP3K11	Protein	Q16584	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	LATS1	Protein	O95835	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	MKNK1	Protein	Q9BUB5	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	MKNK2	Protein	Q9HBH9	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	CSNK1D	Protein	P48730	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	TIE1	Protein	P35590	Homo sapiens	BindingDB	22037378	KD	=	 1000	III
Nilotinib	NIM1K	Protein	Q8IY84	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	MAP3K9	Protein	P80192	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	CDK19	Protein	Q9BWU1	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	ROCK1	Protein	Q13464	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	PRKD1	Protein	Q15139	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	MAPK13	Protein	O15264	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	DYRK1A	Protein	Q13627	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	PKMYT1	Protein	Q99640	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	PTK2	Protein	Q05397	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	MAP3K15	Protein	Q6ZN16	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	EPHA3	Protein	P29320	Homo sapiens	BindingDB	22037378	KD	=	 110	III
Nilotinib	MARK1	Protein	Q9P0L2	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	STK24	Protein	Q9Y6E0	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	ADCK3	Protein	Q8NI60	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	MYO3A	Protein	Q8NEV4	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	CSK	Protein	P41240	Homo sapiens	BindingDB	22037378	KD	=	 2400	III
Nilotinib	MAP3K2	Protein	Q9Y2U5	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	RIOK3	Protein	O14730	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	KDR	Protein	P35968	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	MAPK3	Protein	P27361	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	Carbonic Anhydrase XIII	Protein	Q9D6N1	Mus musculus	BindingDB	19527930	Ki	=	 4665	III
Nilotinib	AAK1	Protein	Q2M2I8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	INSR	Protein	P06213	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	MAP4K5	Protein	Q9Y4K4	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	BLK	Protein	P51451	Homo sapiens	BindingDB	16492761	Ki	>	10000	III
Nilotinib	BLK	Protein	P51451	Homo sapiens	BindingDB	22037378	KD	=	 500	III
Nilotinib	MARK3	Protein	P27448	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	BRAF	Protein	P15056	Homo sapiens	BindingDB	22037378	KD	=	 570	III
Nilotinib	BRAF	Protein	P15056	Homo sapiens	BindingDB	22037378	KD	=	 1700	III
Nilotinib	PIK3C2B	Protein	O00750	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	TLK1	Protein	Q9UKI8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	MAP2K2	Protein	P36507	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	MAPK7	Protein	Q13164	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	AKT1	Protein	P31749	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	NTRK1	Protein	P04629	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	SRC	Protein	P12931	Homo sapiens	BindingDB	22037378	KD	=	 1900	III
Nilotinib	SRC	Protein	P12931	Homo sapiens	BindingDB	19895503	IC50	>	700	III
Nilotinib	CDK9	Protein	P50750	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	ADCK4	Protein	Q96D53	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	DAPK3	Protein	O43293	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	STK35	Protein	Q8TDR2	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	DAPK2	Protein	Q9UIK4	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	MATK	Protein	P42679	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	DDR2	Protein	Q16832	Homo sapiens	BindingDB	23899692	IC50	=	 0.5	III
Nilotinib	DDR2	Protein	Q16832	Homo sapiens	BindingDB	24754677	IC50	=	 2.0	III
Nilotinib	DDR2	Protein	Q16832	Homo sapiens	BindingDB	23273517	KD	=	 6.2	III
Nilotinib	DDR2	Protein	Q16832	Homo sapiens	BindingDB	25569119	IC50	=	 55	III
Nilotinib	DDR2	Protein	Q16832	Homo sapiens	BindingDB	24754677	KD	=	 6.0	III
Nilotinib	DDR2	Protein	Q16832	Homo sapiens	BindingDB	24754677	KD	=	 75	III
Nilotinib	DDR2	Protein	Q16832	Homo sapiens	BindingDB	20817538	IC50	=	 5.2	III
Nilotinib	DDR2	Protein	Q16832	Homo sapiens	BindingDB	22037378	KD	=	 33	III
Nilotinib	DDR2	Protein	Q16832	Homo sapiens	BindingDB	23521020	IC50	=	 105	III
Nilotinib	PAK4	Protein	O96013	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	ROS1	Protein	P08922	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	BMX	Protein	P51813	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	ABL1	Protein	P00519	Homo sapiens	DrugBank	19822896	NA	NA	NA	II
Nilotinib	ABL1	Protein	P00519	Homo sapiens	DrugBank	17929114	NA	NA	NA	II
Nilotinib	ABL1	Protein	P00519	Homo sapiens	DrugBank	17715389	NA	NA	NA	II
Nilotinib	ABL1	Protein	P00519	Homo sapiens	DrugBank	16721371	NA	NA	NA	II
Nilotinib	ABL1	Protein	P00519	Homo sapiens	DrugBank	19920925	NA	NA	NA	II
Nilotinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 15	III
Nilotinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 18	III
Nilotinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	19895503	IC50	=	 120	III
Nilotinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	20817538	IC50	=	 20	III
Nilotinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 56	III
Nilotinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 4.9	III
Nilotinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 21	III
Nilotinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	23273517	KD	=	 3.6	III
Nilotinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 13	III
Nilotinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	21376587	IC50	=	 39.3	III
Nilotinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	20817538	IC50	=	 42	III
Nilotinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 660	III
Nilotinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 10	III
Nilotinib	ABL1	Protein	P00519	Homo sapiens	IUPHAR	15930265	IC50	=	15	III
Nilotinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	23301703	IC50	=	 44	III
Nilotinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 13	III
Nilotinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 36	III
Nilotinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	23538233	IC50	=	 0.330000	III
Nilotinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 10	III
Nilotinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	20166671	IC50	=	 38	III
Nilotinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 12	III
Nilotinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 14	III
Nilotinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	16492761	Ki	=	 1	III
Nilotinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 21	III
Nilotinib	STK10	Protein	O94804	Homo sapiens	BindingDB	22037378	KD	=	 6800	III
Nilotinib	EIF2AK4	Protein	Q9P2K8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	FGR	Protein	P09769	Homo sapiens	BindingDB	22037378	KD	=	 320	III
Nilotinib	FGR	Protein	P09769	Homo sapiens	BindingDB	16492761	Ki	=	 7741	III
Nilotinib	DDR1	Protein	Q08345	Homo sapiens	BindingDB	25569119	IC50	=	 43	III
Nilotinib	DDR1	Protein	Q08345	Homo sapiens	BindingDB	20817538	IC50	=	 3.7	III
Nilotinib	DDR1	Protein	Q08345	Homo sapiens	BindingDB	23521020	IC50	=	 33	III
Nilotinib	DDR1	Protein	Q08345	Homo sapiens	BindingDB	23899692	IC50	=	 43	III
Nilotinib	DDR1	Protein	Q08345	Homo sapiens	BindingDB	22037378	KD	=	 1.1	III
Nilotinib	ITK	Protein	Q08881	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	IRAK4	Protein	Q9NWZ3	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	CDK3	Protein	Q00526	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	SYK	Protein	P43405	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	RIPK4	Protein	P57078	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	ACVR2A	Protein	P27037	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	IRAK3	Protein	Q9Y616	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	CSNK1G2	Protein	P78368	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	ERBB3	Protein	P21860	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	CA14	Protein	Q9ULX7	Homo sapiens	BindingDB	19527930	Ki	=	 223	III
Nilotinib	Serine/threonine-protein kinase pknB	Protein	P9WI81	Mycobacterium tuberculosis	BindingDB	22037378	KD	>	10000	III
Nilotinib	TBK1	Protein	Q9UHD2	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Nilotinib	EPHB3	Protein	P54753	Homo sapiens	BindingDB	22037378	KD	=	 1000	III
Nilotinib	Carbonic anhydrase 15	Protein	Q99N23	Mus musculus	BindingDB	19527930	Ki	=	 79	III
Nilotinib	CSNK2A2	Protein	P19784	Homo sapiens	BindingDB	22037378	KD	>	10000	III
